"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1","ROI","voxels","volume_mm3","T1_mean","T1_std","T1_min","T1_max","T1_CoV","T1_nulls"
"2","0","26624","26.624","0.2682647","0.1891145","3.397147e-13","1.527694","0.7049548","3102106"
"3","1","716","0.716","0.6450088","0.1028616","0.1221778","0.9882803","0.1594732","0"
"4","2","286","0.286","0.7405744","0.09013896","0.2362355","0.9906408","0.1217149","0"
"5","3","744","0.744","0.7412336","0.07927275","0.5008911","1.052391","0.106947","0"
"6","4","193","0.193","0.7957625","0.07038721","0.5652846","0.9762891","0.08845253","0"
"7","5","177","0.177","0.7303432","0.1321232","0.2179183","1.05324","0.1809057","0"
"8","6","89","0.089","0.6002618","0.0910791","0.2339695","0.8380602","0.1517323","0"
"9","7","448","0.448","0.7564464","0.08733162","0.5483837","1.088459","0.1154499","0"
"10","8","1464","1.464","0.5863228","0.1797538","0.1238773","1.079394","0.3065782","10"
"11","9","1207","1.207","0.6660541","0.09457785","0.2635225","1.176646","0.1419972","0"
"12","10","734","0.734","0.4410762","0.07469194","0.07449634","0.6665959","0.1693402","4"
"13","11","794","0.794","0.5502852","0.1386347","0.07997262","0.9789329","0.2519324","8"
"14","12","797","0.7970001","0.4374141","0.05946883","0.1329415","0.6081507","0.1359554","2"
"15","13","362","0.362","0.502221","0.08397012","0.1505034","0.7194703","0.1671975","1"
"16","14","381","0.381","0.5936938","0.06744155","0.3915543","0.7981211","0.1135965","0"
"17","15","3065","3.065","0.6038604","0.159018","0.07336331","1.056451","0.2633357","42"
"18","16","3499","3.499","0.452324","0.09125959","0.06750935","0.700681","0.2017571","60"
"19","17","1406","1.406","0.5455568","0.07889958","0.1256713","0.9826152","0.1446221","1"
"20","18","88","0.08800001","0.7610264","0.07966986","0.58634","0.9478691","0.1046874","0"
"21","19","3204","3.204","0.6881685","0.1269227","0.07600704","1.026425","0.1844355","28"
"22","20","3084","3.084","0.6964467","0.1571417","0.09847868","1.066742","0.2256335","46"
"23","21","685","0.6850001","0.60871","0.0811501","0.2859942","1.074485","0.1333149","0"
"24","22","139","0.139","0.7425017","0.09073161","0.3163026","0.91199","0.1221972","0"
