ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
44	1134	1.134	0.2962688	0.04091389	0.09322023	0.4248758	0.1380972	10
45	275	0.275	0.2549625	0.03541574	0.1479943	0.3420777	0.1389057	0
46	507	0.507	0.2410698	0.0349446	0.1329401	0.3314238	0.1449564	0
47	5	0.005	0.2418167	0.02794579	0.2047371	0.2805871	0.115566	0
49	942	0.942	0.1601573	0.0479112	7.664323e-08	0.2845243	0.2991509	76
50	14	0.014	0.267121	0.02342726	0.2335717	0.3050212	0.08770281	0
51	14237	14.237	0.3583803	0.09040944	0.07550259	0.7179694	0.2522723	0
52	286	0.286	0.2122601	0.02961068	0.09727328	0.2761866	0.1395019	0
53	999	0.9990001	0.3263367	0.05312004	0.1614273	0.4881034	0.1627768	0
54	511	0.511	0.3457673	0.05207606	0.2144644	0.4881034	0.1506101	0
55	742	0.742	0.2924525	0.04621998	0.05570053	0.4386562	0.1580427	0
56	52	0.052	0.3876211	0.0479425	0.2787343	0.549015	0.1236839	0
57	28810	28.81	0.2431258	0.05569146	9.817843e-08	0.4740914	0.2290644	349
58	111	0.111	0.1936577	0.03675663	0.1092012	0.2791975	0.1898021	0
59	5447	5.447	0.2177189	0.04149224	1.419115e-07	0.3426567	0.1905771	20
60	3187	3.187	0.2167511	0.04110033	0.03995153	0.332582	0.1896199	4
61	272	0.272	0.2546097	0.02986967	0.1603851	0.3374456	0.1173155	0
62	3560	3.56	0.223348	0.03897632	0.03948832	0.361764	0.1745094	0
63	1070	1.07	0.2589805	0.03198842	0.1454467	0.3584057	0.1235167	0
64	10847	10.847	0.2585782	0.03561761	0.124255	0.4141062	0.137744	0
65	6325	6.325	0.2139547	0.04854237	7.918328e-08	0.4006733	0.2268815	13
66	2056	2.056	0.2192362	0.02760352	0.1309715	0.3122009	0.1259077	0
67	276	0.276	0.2525148	0.03654698	0.1608483	0.3760075	0.144732	0
68	896	0.896	0.2466894	0.03108733	0.140583	0.3545842	0.1260181	0
69	3653	3.653	0.3982048	0.06063505	0.1592271	0.6006625	0.152271	0
70	264	0.264	0.3755785	0.05654296	0.1210126	0.489493	0.150549	0
71	92	0.09200001	0.2654662	0.03673432	0.1867878	0.3423093	0.1383766	0
72	6061	6.061	0.2757874	0.05937926	0.1049162	0.6594896	0.2153081	0
73	1606	1.606	0.3048182	0.03267544	0.1950098	0.4219807	0.1071965	0
74	155	0.155	0.3266633	0.03708849	0.200684	0.4042631	0.1135374	0
75	286	0.286	0.3252456	0.03821475	0.2057793	0.4231387	0.1174951	0
76	467	0.467	0.3548128	0.04053424	0.2342665	0.4811553	0.1142412	0
77	1067	1.067	0.2642777	0.03291012	0.1642065	0.3666276	0.1245285	0
78	1206	1.206	0.2886337	0.03886008	0.1794924	0.4502363	0.1346346	0
79	138	0.138	0.3138976	0.04120182	0.1770605	0.4490783	0.1312588	0
80	1556	1.556	0.3129279	0.03536417	0.1775237	0.4435198	0.1130106	0
81	5710	5.71	0.4369617	0.07132952	0.06704908	0.7734383	0.1632397	14
82	2959	2.959	0.4547786	0.08103681	0.06542785	0.6892506	0.1781896	21
83	540	0.54	0.2534131	0.03511832	0.1460257	0.3645432	0.1385813	0
84	61	0.061	0.3173797	0.03527494	0.256153	0.3926829	0.1111443	0
85	1964	1.964	0.3290896	0.04371579	0.1296977	0.5243493	0.1328385	0
86	224	0.224	0.2918627	0.04228152	0.1902619	0.3987046	0.1448678	0
87	199	0.199	0.3624181	0.04260153	0.2417936	0.4887982	0.117548	0
88	273	0.273	0.3849641	0.03523643	0.2891564	0.4933145	0.09153172	0
89	3193	3.193	0.2410651	0.08179408	0.04319397	0.5596687	0.3393029	0
90	127	0.127	0.2749293	0.05733949	0.1140645	0.4358768	0.2085609	0
91	26609	26.609	0.3324288	0.08852582	1.559369e-07	0.6308867	0.2663001	706
92	203	0.203	0.3026516	0.035609	0.2160856	0.3880509	0.1176568	0
93	251	0.251	0.3043702	0.03360542	0.2009156	0.3886299	0.1104097	0
94	2	0.002	0.3200175	0.03561955	0.2948307	0.3452043	0.111305	0
95	553	0.553	0.2982902	0.03499828	0.2074005	0.4285814	0.1173296	0
96	18	0.018	0.1630807	0.04516054	0.06345923	0.2159698	0.2769214	0
97	216	0.216	0.3534964	0.03903919	0.2687753	0.5022312	0.1104373	0
98	383	0.383	0.2862587	0.03446579	0.1961678	0.39442	0.1204008	0
99	2515	2.515	0.2127031	0.03950992	0.1066532	0.3440463	0.1857515	0
100	1285	1.285	0.2468292	0.03528028	0.1404672	0.3714913	0.142934	0
101	140	0.14	0.2949821	0.02976372	0.2108746	0.3755443	0.1009001	0
102	53	0.053	0.2022397	0.03020891	0.1450993	0.290546	0.1493718	0
103	219	0.219	0.2571422	0.03085494	0.1791449	0.365817	0.1199917	0
104	2685	2.685	0.2458296	0.04637524	0.0963469	0.3880509	0.1886479	0
105	195	0.195	0.2863136	0.03833511	0.1945466	0.4097058	0.133892	0
106	353	0.353	0.2201548	0.03803129	0.105148	0.3439305	0.172748	0
107	1051	1.051	0.3019657	0.04194199	0.1872511	0.454521	0.1388965	0
109	252	0.252	0.205928	0.03918474	0.1159173	0.3560897	0.1902837	2
110	523	0.523	0.1992873	0.03813883	0.06924931	0.3037472	0.1913761	0
111	171	0.171	0.2134012	0.03327887	0.1086218	0.3061792	0.1559451	0
