"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1","ROI","voxels","volume_mm3","T1_mean","T1_std","T1_min","T1_max","T1_CoV","T1_nulls"
"2","0","28806","28.806","0.2740204","0.1568587","5.308287e-13","1.003114","0.5724341","3080591"
"3","1","793","0.793","0.5406576","0.08350652","0.2253753","0.8931367","0.1544536","0"
"4","2","365","0.365","0.6308538","0.08159092","0.222742","0.8528635","0.1293341","0"
"5","3","850","0.85","0.5876759","0.07029214","0.3478989","0.806859","0.1196104","0"
"6","4","244","0.244","0.6887491","0.07417849","0.5204543","0.9265945","0.1077003","0"
"7","5","211","0.211","0.6820157","0.07588537","0.2321908","0.8477519","0.1112663","0"
"8","6","117","0.117","0.6934081","0.07229359","0.425967","0.8849272","0.1042584","0"
"9","7","630","0.6300001","0.7140665","0.07191538","0.4490467","1.01597","0.1007124","0"
"10","8","1719","1.719","0.6524183","0.1265539","0.1194257","0.9250455","0.1939767","13"
"11","9","1118","1.118","0.5316098","0.06407896","0.270915","0.7936928","0.1205376","0"
"12","10","586","0.586","0.5321692","0.08768401","0.1648105","0.8325719","0.1647672","3"
"13","11","754","0.754","0.6046695","0.1194216","0.1302685","0.9033599","0.197499","2"
"14","12","689","0.689","0.4973084","0.06726824","0.2111247","0.6645086","0.1352646","4"
"15","13","315","0.315","0.462476","0.06660885","0.182159","0.6750416","0.1440266","1"
"16","14","381","0.381","0.5093712","0.0684049","0.3054571","0.755743","0.1342928","0"
"17","15","3331","3.331","0.5220353","0.1151262","0.07961711","0.9428587","0.2205334","43"
"18","16","3881","3.881","0.4230926","0.08036868","0.06645086","0.7763443","0.1899553","32"
"19","17","1518","1.518","0.4811821","0.07692704","0.2633251","0.821884","0.1598709","0"
"20","18","105","0.105","0.7048482","0.07699849","0.5096115","0.8920524","0.1092412","0"
"21","19","3424","3.424","0.5951717","0.1062384","0.1118357","0.95587","0.1785005","34"
"22","20","3342","3.342","0.5792664","0.1127818","0.1146239","0.897319","0.1946976","43"
"23","21","727","0.7270001","0.5044866","0.07432047","0.2772658","0.7461393","0.147319","0"
"24","22","193","0.193","0.7193394","0.09237343","0.3466597","0.9831319","0.1284143","0"
"25","23","26","0.026","0.7370778","0.0548956","0.6265588","0.8799704","0.07447734","0"
"26","24","373","0.373","0.6538376","0.08561607","0.3000357","0.9566445","0.1309439","0"
"27","25","4538","4.538","0.6911165","0.1487802","0.06366271","1.105965","0.2152752","25"
"28","26","697","0.697","0.687104","0.1167099","0.349293","1.054385","0.1698577","0"
"29","27","1755","1.755","0.7015795","0.1394482","0.1683732","1.081801","0.1987632","9"
"30","28","1308","1.308","0.6958699","0.1168174","0.1739495","1.06151","0.1678725","10"
"31","29","1476","1.476","0.5275268","0.06974676","0.3091746","0.8414011","0.1322146","0"
"32","30","39","0.039","0.7423662","0.08830552","0.5534474","0.9933552","0.1189514","0"
"33","31","288","0.288","0.7220459","0.06253596","0.565994","0.88818","0.08660939","0"
"34","32","1890","1.89","0.5385374","0.09661683","0.09386764","0.9335648","0.179406","4"
"35","33","2735","2.735","0.4758724","0.07604183","0.07094287","0.7648819","0.1597946","25"
"36","34","1506","1.506","0.4701128","0.07574607","0.1291842","0.7470688","0.1611232","3"
"37","35","282","0.282","0.702593","0.07486581","0.3980856","0.9388313","0.1065564","0"
"38","36","1024","1.024","0.6320918","0.1105904","0.08101118","0.943943","0.1749594","8"
"39","37","2114","2.114","0.6125404","0.1194884","0.1104416","1.003578","0.1950703","18"
"40","38","1267","1.267","0.6416394","0.1161031","0.1737946","0.9808085","0.1809476","0"
"41","39","588","0.588","0.6976951","0.09318916","0.2675073","0.8959249","0.1335672","3"
"42","40","941","0.941","0.6707554","0.09976548","0.1827786","0.9304669","0.148736","2"
"43","41","848","0.848","0.4923652","0.07147691","0.3135117","0.8090276","0.1451705","0"
"44","42","2463","2.463","0.376016","0.09072135","4.942758e-07","0.687898","0.2412699","32"
"45","43","658","0.6580001","0.3319025","0.06450555","6.721323e-07","0.5642901","0.1943509","2"
"46","44","1330","1.33","0.3578067","0.06469537","0.1463778","0.5790054","0.180811","8"
"47","45","284","0.284","0.3322959","0.06136914","0.1824688","0.5281991","0.1846822","0"
"48","46","516","0.516","0.323293","0.05790585","0.1553618","0.5184406","0.1791126","0"
"49","47","2","0.002","0.483976","0.07546534","0.430614","0.5373381","0.1559279","0"
"50","49","764","0.7640001","0.2859862","0.08062937","1.571756e-07","0.5331559","0.2819345","124"
