ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
119	991	0.9910001	0.2282771	0.06798255	0.04962226	0.4087307	0.2978072	15
120	1096	1.096	0.3510069	0.04732201	0.1886952	0.5147843	0.1348179	0
121	8044	8.044001	0.3931524	0.09125781	0.1445761	0.6691543	0.2321182	0
122	44	0.044	0.3031944	0.03961514	0.224606	0.3887699	0.1306592	0
123	418	0.418	0.3340889	0.05028858	0.1829121	0.4603118	0.1505246	0
124	421	0.421	0.4957622	0.06576831	0.3214254	0.6475146	0.132661	0
125	426	0.426	0.2113806	0.0467867	0.05932286	0.3245035	0.2213386	16
126	6	0.006	0.3714674	0.03698286	0.3205859	0.4188044	0.09955881	0
127	1595	1.595	0.3113858	0.03780022	0.1898145	0.4889472	0.1213935	0
129	42	0.042	0.2831383	0.07537401	0.1127694	0.43121	0.2662092	0
131	16	0.016	0.4186645	0.03923902	0.3696485	0.5156238	0.09372426	0
132	4	0.004	0.3702315	0.08327985	0.2736686	0.4591925	0.2249399	0
133	1119	1.119	0.2596236	0.05142009	0.05503221	0.3959521	0.1980563	5
134	498	0.498	0.2852396	0.05322953	0.04738367	0.4239346	0.1866134	0
135	1004	1.004	0.1338367	0.03182576	2.158022e-07	0.2424216	0.2377955	1
136	422	0.422	0.1378971	0.03102621	0.04645092	0.2390637	0.2249954	5
137	62	0.062	0.1593948	0.03616399	0.07695182	0.2546406	0.226883	0
138	2	0.002	0.1766627	0.01622506	0.1651898	0.1881355	0.09184203	0
139	12	0.012	0.175559	0.02028193	0.1457887	0.2045519	0.1155277	0
140	728	0.728	0.1681683	0.07108418	0.02947488	0.3803752	0.4226967	0
141	346	0.346	0.09377468	0.02448283	0.03245971	0.1704133	0.2610815	0
142	87	0.087	0.3187076	0.0299575	0.2558531	0.4035074	0.09399685	0
143	638	0.638	0.241498	0.05166227	0.1213507	0.4026679	0.2139242	0
144	858	0.858	0.2029791	0.04510914	0.04421232	0.4082644	0.2222354	2
145	383	0.383	0.2809486	0.04625345	0.171999	0.4147004	0.1646332	0
146	287	0.287	0.146659	0.03664809	0.05633806	0.2814105	0.2498865	2
147	3269	3.269	0.2284592	0.03922266	0.08609276	0.462084	0.1716834	1
148	3285	3.285	0.3067637	0.08527771	0.1145416	0.6671023	0.2779915	0
149	212	0.212	0.2836966	0.04355675	0.08049627	0.3724468	0.1535329	0
151	249	0.249	0.451305	0.06586744	0.2552002	0.6047947	0.1459488	0
152	442	0.442	0.2033833	0.04948587	0.05251379	0.3565901	0.2433134	0
153	500	0.5	0.3570972	0.03451774	0.241209	0.4615244	0.09666201	0
154	41	0.041	0.3326389	0.1024988	0.1118366	0.5012595	0.3081382	0
155	69	0.06900001	0.4089038	0.03893533	0.3345772	0.5134785	0.09521879	0
156	73	0.07300001	0.4281895	0.03462602	0.3306596	0.4969688	0.08086613	0
157	400	0.4	0.3439169	0.03300618	0.2408359	0.448186	0.09597138	0
158	68	0.068	0.3075097	0.02918414	0.2423283	0.3766442	0.09490477	0
160	232	0.232	0.3269023	0.03231985	0.236825	0.4379258	0.09886698	0
161	188	0.188	0.4505873	0.1488851	0.1031621	0.7516094	0.3304244	0
162	730	0.73	0.1597119	0.03616048	0.05344657	0.2623824	0.2264106	0
163	564	0.564	0.3369311	0.0432904	0.1658428	0.4819516	0.1284844	0
164	29	0.029	0.3200489	0.02749795	0.2726426	0.3748719	0.08591799	0
165	40	0.04	0.3432471	0.03403821	0.2595841	0.3965117	0.09916531	0
166	841	0.841	0.2536057	0.04124858	0.1278799	0.3994965	0.1626485	0
1001	832	0.832	0.3840498	0.06742599	0.12247	0.573361	0.1755657	0
1002	339	0.339	0.4625086	0.08004876	0.08543984	0.6257815	0.1730752	0
1003	954	0.9540001	0.4230604	0.04238347	0.2865406	0.5573177	0.100183	0
1004	206	0.206	0.503011	0.06180516	0.3026772	0.6338032	0.1228704	0
1005	227	0.227	0.5750813	0.0806139	0.08068281	0.7866808	0.1401783	0
1006	96	0.096	0.5828955	0.04152063	0.4060258	0.6701804	0.07123169	0
1007	506	0.506	0.5499619	0.07185061	0.07909714	0.6627184	0.1306465	0
1008	1534	1.534	0.5427723	0.08637378	0.1236826	0.7301562	0.1591345	12
1009	1448	1.448	0.3734387	0.03579782	0.20763	0.4911858	0.09585995	1
1010	717	0.717	0.6262608	0.05889219	0.3217998	0.7951688	0.0940378	0
1011	877	0.877	0.6417528	0.06902899	0.2816903	0.7901319	0.1075632	1
1012	728	0.728	0.5805238	0.05759512	0.3213322	0.7370585	0.09921234	0
1013	330	0.33	0.3288573	0.03149105	0.2070704	0.4121819	0.09575903	7
1014	323	0.323	0.3861848	0.03853083	0.206604	0.5037779	0.09977304	0
1015	3169	3.169	0.3643462	0.04985571	0.1180861	0.5351183	0.1368361	118
1016	3780	3.78	0.3613465	0.06372603	0.07312755	0.5559186	0.1763571	55
1017	1418	1.418	0.3295852	0.03133186	0.1801139	0.4180582	0.09506454	0
1018	69	0.06900001	0.6172489	0.03106467	0.5476171	0.7024535	0.05032762	0
1019	3371	3.371	0.452954	0.07519274	0.159127	0.6952714	0.1660053	36
1020	3151	3.151	0.4332173	0.07647619	0.1132358	0.6833321	0.1765308	105
1021	820	0.8200001	0.3443955	0.04351433	0.2163978	0.4821381	0.1263499	0
1022	200	0.2	0.5872746	0.03880362	0.4313966	0.6867833	0.06607407	0
1023	5	0.005	0.5825206	0.02323832	0.5513481	0.6092719	0.0398927	0
1024	371	0.371	0.6457728	0.04741965	0.4031343	0.8259495	0.07343086	0
1025	5377	5.377	0.5790361	0.07829158	0.179461	0.7988998	0.1352102	14
1026	686	0.686	0.5664619	0.05378214	0.4056527	0.7270781	0.09494397	0
1027	1688	1.688	0.5233445	0.06711056	0.2425148	0.7105684	0.128234	4
1028	1281	1.281	0.5404733	0.06518216	0.2565993	0.7656939	0.120602	4
1029	1317	1.317	0.4210733	0.04227943	0.2875666	0.5664586	0.1004087	0
1030	38	0.038	0.6112773	0.03804227	0.5240186	0.67615	0.06223407	0
