ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
0	29745	29.745	0.1749393	0.1175528	1.689545e-13	0.7054336	0.6719631	3082665
1	828	0.8280001	0.3527311	0.05999411	0.09384873	0.5055527	0.1700846	0
2	323	0.323	0.4384149	0.04812291	0.2535605	0.5482551	0.1097657	0
3	868	0.868	0.3965696	0.03838193	0.2901108	0.5220788	0.09678485	0
4	185	0.185	0.4716133	0.03930467	0.2803399	0.5622479	0.08334089	0
5	197	0.197	0.4728943	0.06612223	0.1147174	0.5662287	0.1398245	0
6	111	0.111	0.4797763	0.04984869	0.1699651	0.5629717	0.1038999	0
7	525	0.525	0.5058725	0.04459269	0.1782885	0.620632	0.08815004	0
8	1693	1.693	0.450482	0.08921246	0.09276307	0.6381231	0.1980378	14
9	1327	1.327	0.3373596	0.03353772	0.2088074	0.502537	0.0994124	0
10	657	0.657	0.4083367	0.05879267	0.07563387	0.5884243	0.1439809	2
11	911	0.9110001	0.4275849	0.07316817	0.08938549	0.5838404	0.1711197	3
12	747	0.747	0.3757619	0.04038014	0.1753934	0.5224407	0.107462	0
13	342	0.342	0.2653763	0.03753368	0.1126667	0.3481329	0.1414357	0
14	392	0.392	0.3193987	0.03698163	0.2212321	0.4615234	0.1157851	0
15	3383	3.383	0.2995289	0.06149521	0.03474092	0.5267833	0.2053064	36
16	4007	4.007	0.2863821	0.04879822	0.06984372	0.4125484	0.1703955	29
17	1488	1.488	0.285286	0.02880231	0.1883006	0.3716554	0.1009594	0
18	95	0.09500001	0.5217448	0.04724598	0.268639	0.6228033	0.09055381	0
19	3543	3.543	0.3922962	0.06659014	0.0749101	0.5880624	0.1697446	41
20	3167	3.167	0.3752212	0.08135271	0.05030195	0.5773265	0.2168127	53
21	795	0.795	0.3023983	0.03118582	0.2152007	0.4063964	0.1031283	0
22	175	0.175	0.5252914	0.04044953	0.3498217	0.636193	0.07700398	0
23	34	0.034	0.5147204	0.0316812	0.4682786	0.580101	0.06155032	0
24	410	0.41	0.4765157	0.04172729	0.3237661	0.61448	0.0875675	1
25	5166	5.166	0.433276	0.05991064	0.09565815	0.606036	0.1382736	25
26	610	0.61	0.4449877	0.0438909	0.3127889	0.5770853	0.09863395	0
27	1741	1.741	0.4240467	0.05417433	0.1229201	0.5510296	0.1277556	5
28	1388	1.388	0.4493955	0.0590017	0.1125461	0.587218	0.1312913	13
29	1514	1.514	0.3406945	0.04010983	0.1984334	0.4880616	0.1177296	0
30	36	0.036	0.502155	0.02705331	0.4481337	0.5558547	0.05387441	0
31	301	0.301	0.5039777	0.04080969	0.3115826	0.5816691	0.08097518	0
32	2165	2.165	0.3678204	0.04870126	0.09071239	0.5101366	0.132405	11
33	2969	2.969	0.3363281	0.05431543	0.05850467	0.5092922	0.1614954	6
34	1621	1.621	0.3532248	0.03674548	0.1720158	0.4801002	0.1040286	7
35	299	0.299	0.5026176	0.04033229	0.3390858	0.5852879	0.08024449	0
36	1120	1.12	0.4462989	0.04646055	0.157661	0.5763615	0.1041019	21
37	2281	2.281	0.4117535	0.07870611	0.05295577	0.5965064	0.1911486	28
38	1477	1.477	0.4197536	0.05353564	0.2062742	0.5694857	0.1275406	1
39	548	0.548	0.5006186	0.06354427	0.1273834	0.6176163	0.1269315	0
40	905	0.905	0.4695925	0.05632151	0.2539223	0.6281109	0.119937	0
41	764	0.7640001	0.2949994	0.03161002	0.2078424	0.4616441	0.1071528	0
42	2527	2.527	0.2434943	0.05139668	0.04318489	0.4042251	0.2110796	48
43	579	0.5790001	0.2475502	0.03563623	0.143065	0.3807026	0.1439555	1
44	1135	1.135	0.2659112	0.03932775	0.02931265	0.3563356	0.147898	2
45	285	0.285	0.2162164	0.03085569	0.1091685	0.2972278	0.1427074	0
46	543	0.543	0.2179168	0.03002293	0.1381193	0.3158046	0.1377724	0
47	5	0.005	0.2876741	0.01364763	0.2720166	0.3033799	0.04744129	0
49	870	0.8700001	0.1850789	0.0465133	2.988739e-07	0.315684	0.251316	86
50	11	0.011	0.2944534	0.02272745	0.2536811	0.3325719	0.07718521	0
51	13793	13.793	0.3647032	0.1069786	0.07117063	0.8153259	0.2933306	0
